book_id,user_id,value
1,314,5
1,439,3
1,588,5
1,1169,4
1,1185,4
1,2077,4
1,2487,4
1,2900,5
1,3662,4
1,3922,5
1,5379,5
1,5461,3
1,5885,5
1,6630,5
1,7563,3
1,9246,1
1,10140,4
1,10146,5
1,10246,4
1,10335,4
1,10610,5
1,10944,5
1,11854,4
1,11927,4
1,12471,5
1,13282,5
1,13544,5
1,15494,5
1,16377,4
1,16913,5
1,17434,5
1,17663,5
1,17984,5
1,18031,5
1,18313,5
1,18361,4
1,20076,3
1,20467,3
1,20848,5
1,21228,5
1,21487,4
1,21713,5
1,22602,4
1,23576,4
1,23612,4
1,24326,5
1,24389,4
1,24499,5
1,24834,4
1,24845,5
1,25164,4
1,25182,5
1,25214,4
1,26145,4
1,26629,4
1,26661,4
1,28158,4
1,28767,5
1,29123,3
1,29703,5
1,30681,5
1,31001,4
1,32055,4
1,32305,5
1,32592,4
1,32635,5
1,32748,5
1,32923,5
1,33065,4
1,33697,4
1,33716,5
1,33872,5
1,33890,3
1,37284,5
1,37834,5
1,38080,4
1,38082,5
1,38475,4
1,39423,3
1,41074,3
1,42404,5
1,43985,4
1,44243,2
1,44397,5
1,45269,4
1,45493,5
1,46977,4
1,47476,4
1,47746,5
1,47800,5
1,48482,3
1,49298,4
1,50104,5
1,50342,3
1,51166,4
1,51460,3
1,51480,1
1,51838,5
1,52036,2
1,53245,4
2,1169,3
2,3022,4
2,3922,5
2,5115,4
2,5436,5
2,5461,4
2,5885,4
2,6063,1
2,6342,3
2,6630,5
2,8167,2
2,9731,4
2,10111,5
2,10140,3
2,10288,5
2,10509,2
2,10610,5
2,10751,3
2,10944,5
2,11285,4
2,11408,5
2,11691,4
2,11692,3
2,11868,5
2,11927,5
2,11945,5
2,12874,4
2,12946,5
2,13282,5
2,13794,1
2,14372,3
2,14546,5
2,14603,4
2,15604,4
2,16913,2
2,17434,5
2,17566,4
2,17643,1
2,17663,5
2,17984,5
2,18313,5
2,18361,4
2,19526,4
2,19724,5
2,19729,4
2,19942,5
2,21217,4
2,21228,4
2,21487,5
2,21676,5
2,21733,5
2,22602,4
2,23576,5
2,23612,5
2,24499,5
2,24834,4
2,25164,4
2,25182,5
2,26145,4
2,26629,4
2,27499,5
2,28767,4
2,30313,5
2,30681,4
2,30944,5
2,32055,4
2,32305,5
2,32592,4
2,32635,4
2,32748,5
2,32918,5
2,33065,5
2,33697,4
2,33716,5
2,33872,5
2,36099,5
2,37834,4
2,38082,5
2,42404,5
2,42508,4
2,42810,4
2,45269,4
2,45493,5
2,46421,5
2,46977,3
2,47476,3
2,47478,2
2,47800,5
2,48482,5
2,48559,5
2,48687,1
2,49298,5
2,50096,5
2,50104,5
2,50133,5
2,51166,5
2,51460,4
2,51838,4
2,52036,3
2,53292,5
3,314,3
3,588,1
3,2077,2
3,2487,3
3,2900,3
3,3662,4
3,4536,1
3,5115,4
3,5272,5
3,5461,2
3,5885,4
3,6063,5
3,6630,5
3,6634,3
3,7001,4
3,9246,1
3,9731,2
3,9771,3
3,10140,3
3,10246,1
3,10249,5
3,10509,1
3,10610,1
3,10751,1
3,10944,1
3,11285,2
3,11408,3
3,11599,4
3,11854,1
3,11927,4
3,12471,2
3,12946,4
3,13274,5
3,13282,5
3,13794,1
3,14546,5
3,15604,1
3,16377,1
3,16569,1
3,16913,4
3,17434,4
3,17663,4
3,18031,3
3,18313,5
3,19724,4
3,19942,4
3,19984,2
3,20076,3
3,20782,4
3,20848,4
3,21228,3
3,21487,3
3,21733,1
3,22602,3
3,23576,1
3,23612,3
3,24326,3
3,24389,3
3,25182,3
3,25214,1
3,26398,2
3,26629,4
3,28767,3
3,29703,1
3,30681,4
3,32305,1
3,32592,5
3,32635,4
3,32918,5
3,33065,1
3,33716,3
3,36099,4
3,36240,2
3,37284,1
3,37834,4
3,37855,3
3,38080,5
3,38082,3
3,38475,3
3,42404,5
3,43602,4
3,43985,2
3,46977,2
3,47746,5
3,48482,3
3,48687,1
3,49288,5
3,49289,5
3,49295,5
3,49297,5
3,49298,1
3,50096,5
3,50101,5
3,50102,5
3,50104,5
3,50133,5
3,51166,3
3,51460,2
3,52036,1
3,53292,5
4,439,5
4,1169,5
4,2324,5
4,2487,5
4,3739,5
4,3922,4
4,4606,1
4,5115,5
4,5436,5
4,6342,5
4,6630,4
4,8167,5
4,8178,5
4,9246,4
4,10140,4
4,11285,3
4,11691,5
4,11692,5
4,11868,3
4,11945,5
4,12381,5
4,12874,5
4,12946,5
4,13034,4
4,13776,4
4,13794,4
4,14192,4
4,14207,3
4,14546,5
4,14603,5
4,15604,3
4,17228,5
4,17643,5
4,17663,5
4,17984,5
4,18031,5
4,18313,5
4,19526,5
4,19724,5
4,19729,4
4,20406,2
4,20467,4
4,21217,4
4,21228,3
4,21487,5
4,21676,3
4,21733,5
4,23576,5
4,24326,5
4,25164,5
4,25182,5
4,25840,3
4,26579,3
4,26629,4
4,26661,5
4,27499,5
4,27834,5
4,27934,4
4,28767,5
4,29123,3
4,29703,5
4,30283,4
4,30313,5
4,30681,5
4,30944,5
4,32305,5
4,32338,4
4,32592,5
4,32745,4
4,32748,5
4,32918,5
4,32923,5
4,33065,5
4,33697,5
4,33716,4
4,33872,5
4,34688,4
4,36099,5
4,37284,3
4,37834,4
4,39423,5
4,42404,5
4,43985,5
4,44243,3
4,44397,5
4,45269,5
4,46482,5
4,47411,4
4,47730,5
4,47800,5
4,48482,3
4,48559,5
4,48687,5
4,49298,5
4,50102,5
4,51460,5
4,51838,4
4,52036,3
4,53245,5
4,53292,5
5,314,4
5,1169,5
5,1952,5
5,2324,5
5,2487,3
5,2900,5
5,3022,1
5,3662,4
5,3739,5
5,3922,2
5,5115,3
5,5461,5
5,6342,5
5,6630,3
5,7001,5
5,8167,4
5,8370,3
5,9246,3
5,10111,5
5,10246,4
5,10402,4
5,10944,3
5,11691,5
5,11692,4
5,11868,3
5,11927,5
5,11945,4
5,12381,4
5,12476,5
5,12874,4
5,12946,5
5,13034,4
5,13776,4
5,13794,2
5,14546,2
5,14603,4
5,15547,2
5,17228,5
5,17643,2
5,17663,5
5,18031,5
5,18313,2
5,19526,4
5,19724,5
5,19729,4
5,20406,5
5,20467,4
5,21217,4
5,21228,4
5,21487,5
5,21676,4
5,21733,4
5,22602,5
5,23576,5
5,24499,3
5,25164,4
5,25182,5
5,25840,3
5,26629,5
5,26661,5
5,27499,5
5,27834,4
5,28158,4
5,28767,2
5,29703,5
5,29819,2
5,30681,3
5,30944,4
5,32338,3
5,32635,3
5,32748,4
5,32923,5
5,33065,4
5,33697,5
5,33716,4
5,33872,4
5,34688,3
5,36099,3
5,37284,2
5,38798,2
5,39423,2
5,41074,3
5,42404,3
5,44243,2
5,44397,5
5,45269,4
5,45493,5
5,45554,5
5,46139,4
5,46421,5
5,46482,5
5,47800,3
5,48559,3
5,48687,5
5,49298,2
5,50104,5
5,51166,4
5,51838,4
5,52036,4
5,53292,5
6,173,5
6,314,5
6,725,5
6,2077,2
6,2171,5
6,3662,5
6,5379,5
6,6016,5
6,8440,4
6,8612,4
6,9195,3
6,9246,2
6,9722,5
6,10727,5
6,11599,4
6,11691,3
6,11927,5
6,12476,4
6,13282,5
6,14222,4
6,14285,4
6,15318,4
6,16569,5
6,16913,5
6,17329,5
6,17405,4
6,17984,4
6,18031,1
6,18179,1
6,18199,5
6,18316,5
6,18361,5
6,18550,4
6,18798,4
6,18957,5
6,20076,4
6,20782,4
6,21228,4
6,22212,4
6,22534,3
6,24326,5
6,25030,3
6,26146,3
6,26244,5
6,26398,4
6,26942,4
6,28158,3
6,28831,4
6,29031,4
6,29644,5
6,29689,3
6,30601,5
6,30879,5
6,31001,4
6,31305,4
6,31760,4
6,32419,4
6,32635,5
6,32923,4
6,33119,5
6,33147,5
6,33207,4
6,33872,2
6,34531,4
6,35259,2
6,35982,2
6,36664,3
6,37035,4
6,37041,3
6,38687,3
6,38851,5
6,39720,4
6,40167,3
6,40251,5
6,40490,3
6,41318,3
6,43985,4
6,45493,4
6,47490,5
6,47746,5
6,48687,5
6,49138,5
6,49382,5
6,49830,5
6,50096,5
6,50101,5
6,50102,5
6,50104,5
6,50133,5
6,50610,3
6,51065,5
6,51166,5
6,51480,2
6,51762,4
6,52036,2
6,52469,5
6,52583,5
6,52740,2
6,53145,5
6,53292,5
7,439,3
7,951,5
7,2324,5
7,3022,3
7,3739,5
7,3922,5
7,4536,3
7,5115,4
7,5436,5
7,5461,5
7,5629,3
7,6063,4
7,6630,5
7,6634,4
7,7001,3
7,7563,4
7,8167,3
7,8484,4
7,10111,4
7,10140,4
7,10246,4
7,10249,5
7,10509,2
7,10610,4
7,10944,5
7,11285,3
7,11408,2
7,11691,4
7,11692,4
7,11854,5
7,11868,1
7,11927,5
7,12381,5
7,12455,1
7,12874,4
7,12946,5
7,13034,4
7,13282,1
7,13794,3
7,14192,5
7,14248,5
7,14546,3
7,15604,3
7,16569,5
7,16913,3
7,17566,4
7,17643,3
7,17663,4
7,18031,5
7,18313,5
7,18798,3
7,19526,5
7,19984,5
7,20406,5
7,20848,5
7,21217,4
7,21228,5
7,21487,4
7,21676,5
7,21733,2
7,22164,4
7,22602,4
7,23576,1
7,24499,2
7,24845,5
7,25840,3
7,26145,4
7,26629,4
7,26718,4
7,27499,5
7,28767,2
7,30944,5
7,31001,5
7,32055,3
7,32305,5
7,32592,4
7,32635,4
7,32748,5
7,33697,4
7,33872,4
7,36099,5
7,37284,4
7,37690,4
7,38798,3
7,38865,5
7,39423,3
7,40126,4
7,42508,3
7,42810,4
7,43622,2
7,45269,4
7,45493,5
7,46139,5
7,48482,3
7,48559,5
7,51460,4
7,51480,1
7,51838,5
7,52036,5
7,53292,5
8,588,3
8,1952,4
8,2276,4
8,2324,5
8,2900,3
8,3022,1
8,3922,1
8,4606,2
8,5461,4
8,6342,5
8,6630,4
8,7001,5
8,9246,4
8,9771,5
8,10140,3
8,10246,5
8,11285,3
8,11691,5
8,11868,2
8,11945,5
8,12381,3
8,12874,4
8,12946,4
8,13034,4
8,13776,4
8,13794,2
8,13991,4
8,14192,4
8,14207,4
8,14546,2
8,14603,5
8,17228,4
8,17434,5
8,17643,1
8,18313,1
8,19526,4
8,19724,3
8,19729,5
8,20076,4
8,20406,2
8,20782,4
8,20848,5
8,21217,4
8,21228,4
8,21487,3
8,21676,3
8,21733,2
8,22602,3
8,23576,5
8,24326,5
8,24499,3
8,25164,4
8,25182,5
8,25840,2
8,26145,3
8,26579,3
8,26661,5
8,27499,3
8,27834,4
8,28158,3
8,28767,2
8,30681,4
8,30944,3
8,32338,3
8,32592,4
8,32745,4
8,32748,5
8,32923,5
8,33065,3
8,33716,4
8,33872,4
8,36099,4
8,36695,4
8,37284,5
8,37834,4
8,38798,4
8,39423,3
8,42404,2
8,42574,4
8,42810,3
8,43985,3
8,45269,5
8,45554,5
8,46139,3
8,46482,5
8,47730,5
8,47800,5
8,48559,4
8,48687,5
8,49288,5
8,49289,5
8,49295,5
8,49297,5
8,50096,5
8,50101,5
8,50102,5
8,50104,5
8,50133,5
8,51838,4
8,53292,5
9,439,3
9,588,3
9,951,1
9,3087,3
9,3922,3
9,4536,3
9,5115,3
9,5436,4
9,5461,4
9,6063,3
9,6630,4
9,7001,4
9,7563,1
9,8484,5
9,9246,4
9,9731,3
9,10140,2
9,10509,5
9,10610,3
9,10944,4
9,11408,1
9,11445,4
9,11691,3
9,11692,3
9,11854,1
9,11945,4
9,11999,3
9,12466,1
9,12874,5
9,13034,5
9,13544,3
9,13794,2
9,13991,4
9,14248,3
9,14372,2
9,14936,4
9,15494,3
9,15604,4
9,16177,2
9,17566,4
9,17643,3
9,17984,4
9,18031,3
9,18313,5
9,18798,2
9,18857,3
9,19526,3
9,19724,4
9,21217,4
9,21228,5
9,21487,3
9,22164,3
9,23576,2
9,23612,3
9,24389,4
9,24499,2
9,24834,5
9,24845,4
9,25164,3
9,25214,3
9,26053,2
9,26398,5
9,26661,3
9,27834,4
9,28767,3
9,31001,3
9,32055,5
9,32592,3
9,32748,5
9,32918,5
9,32923,3
9,33697,2
9,33716,3
9,36099,4
9,36695,4
9,37284,4
9,37834,3
9,38080,1
9,38082,5
9,38798,3
9,38865,3
9,41074,3
9,42508,3
9,43602,4
9,43622,3
9,43985,3
9,44243,4
9,44397,5
9,46139,5
9,46977,2
9,47730,5
9,48482,3
9,49298,2
9,50104,5
9,50342,3
9,51166,4
9,51460,4
9,51480,1
9,51838,4
9,53293,5
10,3662,4
10,3922,5
10,4536,2
10,5115,4
10,5272,3
10,5461,3
10,6063,1
10,6630,3
10,7001,4
10,8167,3
10,9246,2
10,9731,3
10,10111,5
10,10249,4
10,10509,2
10,10610,5
10,10944,4
10,11285,5
10,11692,5
10,11854,4
10,11868,5
10,11927,5
10,12381,5
10,12455,3
10,12471,5
10,12874,4
10,12946,5
10,13034,5
10,13282,5
10,13776,4
10,13794,4
10,13991,4
10,14192,4
10,14248,5
10,15547,3
10,15604,3
10,17228,5
10,17434,4
10,17643,1
10,17663,4
10,17984,5
10,18313,5
10,19526,4
10,19724,5
10,19942,5
10,20076,3
10,20406,4
10,20967,4
10,21217,3
10,21228,4
10,21487,5
10,21676,5
10,21733,4
10,22164,5
10,23576,4
10,23612,4
10,24326,5
10,24499,4
10,25164,4
10,25182,5
10,25840,5
10,26145,4
10,26661,4
10,26718,5
10,27834,5
10,27934,5
10,28767,5
10,28824,4
10,29703,4
10,30283,4
10,30681,4
10,32338,3
10,32635,4
10,32748,4
10,33065,5
10,36099,5
10,39423,3
10,41074,3
10,42404,5
10,42574,4
10,44397,5
10,46482,5
10,47411,2
10,47730,5
10,47800,5
10,48559,4
10,48687,5
10,49288,5
10,49289,5
10,49295,5
10,49297,5
10,50096,5
10,50101,5
10,50102,5
10,50133,5
10,50999,5
10,51166,3
10,51838,4
10,52036,4
10,53292,5
11,439,4
11,588,4
11,1169,4
11,1952,5
11,2077,3
11,4536,4
11,5115,4
11,5436,4
11,5461,4
11,5645,4
11,6063,4
11,6342,5
11,6630,4
11,7001,5
11,8484,5
11,9246,5
11,9771,5
11,10111,5
11,10140,4
11,10246,3
11,10610,5
11,10727,5
11,10944,4
11,11599,3
11,11692,4
11,11927,2
11,11945,5
11,12381,4
11,12466,3
11,12874,5
11,12946,5
11,13282,3
11,13794,5
11,13991,5
11,14207,4
11,14248,4
11,14546,5
11,16569,4
11,16913,4
11,17663,5
11,17984,4
11,18031,4
11,18361,4
11,18857,5
11,19526,4
11,19729,4
11,20467,4
11,20848,5
11,20967,3
11,21217,3
11,21733,2
11,22602,5
11,23576,4
11,23612,4
11,24326,3
11,24499,5
11,24834,5
11,26244,4
11,26398,4
11,26579,4
11,26661,5
11,28767,3
11,28824,1
11,29703,5
11,30233,5
11,30313,4
11,30601,5
11,32592,4
11,32748,4
11,32923,5
11,33065,2
11,33716,5
11,33872,5
11,36240,5
11,36695,3
11,37284,4
11,38080,5
11,38082,5
11,38798,3
11,42404,4
11,43622,4
11,43985,4
11,45269,4
11,46139,5
11,47746,3
11,47800,5
11,48559,5
11,48687,5
11,49288,5
11,49289,5
11,49295,5
11,49297,5
11,49298,5
11,50096,5
11,50101,5
11,50104,5
11,50133,5
11,51166,5
11,51480,3
11,51762,5
12,314,4
12,725,4
12,1136,4
12,2077,3
12,2171,5
12,3114,4
12,3662,4
12,5379,4
12,7563,2
12,8440,2
12,8669,4
12,9722,4
12,11599,3
12,11691,3
12,11927,3
12,12476,2
12,13000,4
12,13274,4
12,13282,5
12,13826,4
12,14222,4
12,14285,3
12,15054,3
12,15494,3
12,16569,4
12,16587,3
12,16913,5
12,17242,4
12,17984,5
12,18199,3
12,18316,5
12,18798,2
12,18957,4
12,19171,5
12,19724,4
12,20782,4
12,20991,4
12,21217,3
12,21228,5
12,21713,5
12,24326,3
12,24499,4
12,24582,3
12,26398,4
12,26750,4
12,28158,3
12,28831,4
12,29031,3
12,29123,2
12,29644,5
12,30283,5
12,31305,2
12,31760,3
12,32058,4
12,32419,3
12,32635,3
12,32748,3
12,33147,4
12,33207,3
12,33872,5
12,34531,4
12,34688,3
12,35259,4
12,35982,3
12,36031,4
12,36695,3
12,37041,4
12,37153,4
12,37834,4
12,38082,5
12,40251,4
12,40251,4
12,40490,3
12,40566,5
12,43985,3
12,45493,5
12,48291,4
12,48297,2
12,48482,3
12,48687,5
12,49288,5
12,49289,5
12,49295,5
12,49297,5
12,49830,5
12,50101,5
12,50102,5
12,50104,5
12,50133,5
12,50610,2
12,51065,3
12,51166,4
12,51762,5
12,51838,4
12,52007,1
12,52036,1
12,52469,5
12,52583,5
12,53145,5
12,53245,3
13,1169,3
13,2324,5
13,3022,2
13,3662,5
13,3922,5
13,5115,4
13,6063,4
13,6342,5
13,7001,3
13,8167,4
13,8370,4
13,8484,3
13,8510,3
13,9246,3
13,9731,3
13,10249,3
13,10288,3
13,10509,5
13,10610,5
13,10944,4
13,11285,3
13,11408,3
13,11691,5
13,11692,5
13,11868,5
13,11927,4
13,11945,4
13,12381,5
13,12471,4
13,12874,4
13,12946,5
13,13282,5
13,13776,4
13,13794,3
13,14546,5
13,14603,5
13,15604,5
13,16569,3
13,17434,3
13,17643,5
13,19526,5
13,19724,5
13,19942,2
13,20406,5
13,20782,3
13,21217,4
13,21228,4
13,21676,5
13,21733,5
13,23612,5
13,25164,4
13,25840,2
13,26145,3
13,26629,5
13,26718,5
13,27834,4
13,27934,5
13,29819,4
13,30313,4
13,30794,4
13,32338,4
13,32635,4
13,32745,4
13,32748,5
13,32918,4
13,33065,4
13,33697,5
13,33716,4
13,36099,5
13,36695,4
13,37284,5
13,37834,4
13,38865,2
13,42508,4
13,42574,4
13,43622,4
13,43985,4
13,44397,5
13,45269,5
13,45493,4
13,45554,4
13,46482,5
13,47411,3
13,47800,5
13,48482,5
13,48559,4
13,48687,5
13,49288,5
13,49289,5
13,49295,5
13,49297,5
13,49298,2
13,50096,5
13,50101,5
13,50104,5
13,50133,5
13,50999,3
13,51480,2
13,51838,4
13,52036,5
14,951,5
14,1169,3
14,1952,5
14,2324,5
14,3087,3
14,3739,4
14,4536,5
14,5115,3
14,5461,4
14,5645,5
14,6063,4
14,6342,5
14,7001,3
14,8167,4
14,8178,5
14,8370,3
14,8484,3
14,8510,3
14,9246,3
14,10111,4
14,10402,4
14,10944,4
14,11285,3
14,11692,5
14,11927,3
14,11945,4
14,12381,4
14,12874,4
14,12946,5
14,13794,3
14,14546,5
14,14603,4
14,15604,4
14,16569,3
14,17434,4
14,17643,5
14,18313,1
14,19526,5
14,19724,4
14,20406,4
14,20782,4
14,21228,4
14,21676,5
14,21733,3
14,22164,2
14,22602,3
14,23576,2
14,24326,3
14,24834,5
14,25182,4
14,25840,3
14,26145,3
14,26629,4
14,27499,2
14,27834,5
14,27934,4
14,28767,1
14,28824,3
14,29123,5
14,29819,3
14,30313,4
14,30681,1
14,32305,5
14,32635,3
14,32745,4
14,32748,5
14,33065,4
14,33697,5
14,33716,3
14,36099,4
14,37284,3
14,37834,4
14,38865,2
14,41074,4
14,42404,3
14,42574,2
14,42810,4
14,43622,4
14,44397,5
14,45269,4
14,45493,4
14,46421,5
14,46482,5
14,46977,4
14,47411,4
14,47800,5
14,48559,3
14,48687,5
14,49288,5
14,49289,5
14,49295,5
14,49297,5
14,49298,3
14,50096,5
14,50101,5
14,50133,5
14,51460,3
14,51480,3
14,51838,4
14,53292,5
15,588,4
15,1169,4
15,2171,4
15,2324,5
15,2487,4
15,2900,4
15,3087,5
15,3662,4
15,3739,4
15,3922,3
15,5272,5
15,5461,5
15,5645,5
15,5885,4
15,6063,3
15,6698,4
15,7001,4
15,9731,4
15,10140,3
15,10610,3
15,11285,3
15,11408,3
15,11569,4
15,11691,4
15,11692,5
15,11927,2
15,12381,5
15,12874,4
15,12946,4
15,13034,4
15,13274,5
15,13282,5
15,13544,4
15,13776,5
15,13794,5
15,13991,5
15,14192,4
15,14546,5
15,14603,5
15,15604,3
15,16569,4
15,16913,5
15,17228,5
15,17434,4
15,17566,4
15,17984,4
15,18031,5
15,18361,5
15,18798,3
15,19724,5
15,19729,4
15,19942,4
15,21676,5
15,22164,4
15,22602,4
15,23303,4
15,23576,5
15,23612,5
15,24326,5
15,24499,3
15,25164,4
15,25182,3
15,25840,5
15,26629,4
15,27499,4
15,28767,3
15,30233,4
15,30313,4
15,30681,4
15,32338,4
15,32745,4
15,32748,4
15,32923,5
15,33065,5
15,33697,5
15,33716,4
15,36099,5
15,36695,4
15,37284,3
15,37834,5
15,38082,5
15,38475,4
15,42508,4
15,42810,3
15,43622,3
15,44397,5
15,45493,3
15,45554,5
15,47800,5
15,48440,4
15,48559,5
15,48687,5
15,49298,4
15,50096,5
15,50101,5
15,50104,5
15,50133,5
15,51460,5
15,51480,3
15,53292,5
16,1185,3
16,2487,5
16,2900,5
16,3087,2
16,3662,5
16,3922,5
16,5115,4
16,5461,4
16,5645,4
16,5885,5
16,6063,4
16,6342,4
16,6630,5
16,8370,5
16,8510,5
16,9806,5
16,10111,4
16,10402,3
16,10509,5
16,10610,3
16,10944,4
16,11272,3
16,11691,4
16,11692,4
16,11927,5
16,11945,5
16,11999,3
16,12471,4
16,12946,5
16,13407,5
16,13794,3
16,13991,3
16,14372,5
16,16913,1
16,17643,5
16,17663,4
16,18031,3
16,18361,3
16,18798,3
16,19526,5
16,19724,4
16,21217,5
16,21228,5
16,21487,4
16,21676,4
16,23576,4
16,23612,4
16,24143,4
16,24326,4
16,24499,3
16,24834,4
16,24845,5
16,25164,4
16,26579,4
16,27834,5
16,28158,4
16,28767,4
16,28824,4
16,29703,3
16,29951,2
16,30233,1
16,30313,5
16,32055,3
16,32305,1
16,32745,4
16,32748,3
16,32923,4
16,33065,4
16,33872,3
16,36099,5
16,37284,4
16,37834,5
16,38082,5
16,38798,3
16,42404,5
16,43622,2
16,43985,1
16,44397,5
16,45269,4
16,45554,4
16,46139,5
16,46482,5
16,46977,2
16,47476,2
16,47730,5
16,47800,4
16,48482,3
16,48687,5
16,49288,5
16,49289,5
16,49295,5
16,49297,5
16,50096,5
16,50101,5
16,50104,5
16,50133,5
16,51166,4
16,51460,4
16,51838,4
16,52036,2
17,314,4
17,439,5
17,1136,3
17,1169,3
17,1185,4
17,2077,5
17,2171,5
17,3114,5
17,3662,4
17,3922,5
17,5379,4
17,5885,5
17,6252,3
17,6630,5
17,7563,2
17,8454,4
17,9722,4
17,10140,4
17,10146,4
17,10246,4
17,10335,4
17,10610,5
17,10944,5
17,11239,4
17,11599,5
17,11691,4
17,11854,3
17,12471,4
17,12476,1
17,13274,5
17,13282,5
17,13360,4
17,13544,5
17,14222,3
17,14936,4
17,15494,4
17,16569,3
17,16913,4
17,17663,5
17,17984,4
17,18031,3
17,18313,5
17,18361,4
17,18798,3
17,19171,5
17,19724,5
17,19729,4
17,19984,5
17,20076,3
17,20848,4
17,21228,5
17,21713,4
17,22534,3
17,22602,4
17,23612,4
17,24499,4
17,24582,4
17,24845,5
17,25164,3
17,26053,4
17,26145,4
17,26629,4
17,26718,5
17,27612,5
17,28158,4
17,28824,3
17,29031,5
17,29689,3
17,30833,5
17,30944,5
17,31001,3
17,32592,4
17,32635,5
17,33065,4
17,33147,2
17,33697,4
17,33864,3
17,36099,5
17,37284,5
17,37834,5
17,40126,5
17,41074,3
17,41240,2
17,41318,4
17,43602,4
17,44397,5
17,45269,4
17,47476,3
17,47800,5
17,48297,2
17,48482,3
17,49298,3
17,50342,2
17,51065,4
17,51166,3
17,51460,3
17,51762,3
17,51838,5
17,52036,2
17,52583,5
18,439,4
18,588,5
18,1169,3
18,2077,3
18,2900,4
18,3022,4
18,3922,5
18,5436,5
18,6063,1
18,6634,3
18,8167,4
18,9011,4
18,9722,4
18,9731,4
18,9771,5
